property_id,location,property_type,bedrooms,bathrooms,area_sqft,price_lakhs,price_per_sqft,year_built,property_age,status,furnishing,parking,city,date_listed,date_sold,days_on_market,listing_month,listing_quarter,listing_year
185,BTM Layout,Independent House,2,2,2465,79.41,3221.5,2018,6,Sold,Furnished,0,Bangalore,2023-07-20,2023-09-03,45.0,7,3,2023
186,Whitefield,Apartment,2,2,3512,102.85,2928.53,2021,3,Sold,Unfurnished,2,Bangalore,2022-05-26,2022-08-14,80.0,5,2,2022
187,Hebbal,Apartment,2,3,1741,96.83,5561.75,2023,1,Available,Unfurnished,1,Bangalore,2023-10-26,,,10,4,2023
188,Electronic City,Villa,3,2,3453,83.18,2408.92,2013,11,Available,Furnished,2,Bangalore,2023-01-20,,,1,1,2023
189,Hebbal,Villa,3,1,2532,63.83,2520.93,2000,24,Under Negotiation,Furnished,1,Bangalore,2022-09-19,,,9,3,2022
190,Electronic City,Villa,1,1,3830,47.13,1230.55,2019,5,Available,Semi-Furnished,0,Bangalore,2023-06-15,,,6,2,2023
191,Hebbal,Villa,1,3,1414,73.84,5222.07,1995,29,Sold,Unfurnished,1,Bangalore,2023-01-06,2023-05-01,115.0,1,1,2023
192,BTM Layout,Independent House,2,3,2875,106.41,3701.22,2011,13,Available,Unfurnished,1,Bangalore,2023-11-14,,,11,4,2023
193,Yelahanka,Independent House,4,2,2500,90.35,3614.0,2002,22,Available,Furnished,0,Bangalore,2022-07-16,,,7,3,2022
194,BTM Layout,Independent House,4,3,2863,53.86,1881.24,2013,11,Available,Unfurnished,0,Bangalore,2023-08-08,,,8,3,2023
195,Whitefield,Villa,3,3,3595,89.33,2484.84,2015,9,Available,Semi-Furnished,2,Bangalore,2023-08-20,,,8,3,2023
196,BTM Layout,Villa,3,1,2662,94.63,3554.85,1995,29,Sold,Unfurnished,2,Bangalore,2022-10-11,2022-12-28,78.0,10,4,2022
197,Indiranagar,Villa,3,1,3828,62.9,1643.16,1999,25,Sold,Furnished,0,Bangalore,2022-10-29,2022-12-13,45.0,10,4,2022
198,Whitefield,Independent House,2,2,3932,88.84,2259.41,2021,3,Available,Furnished,0,Bangalore,2022-05-12,,,5,2,2022
199,Hebbal,Villa,4,3,3828,86.46,2258.62,2010,14,Sold,Semi-Furnished,0,Bangalore,2022-04-30,2022-09-08,131.0,4,2,2022
200,Whitefield,Apartment,1,3,2694,56.43,2094.65,2000,24,Sold,Semi-Furnished,1,Bangalore,2023-12-29,2024-03-18,80.0,12,4,2023
201,Yelahanka,Apartment,2,1,2971,93.94,3161.9,2002,22,Available,Unfurnished,1,Bangalore,2022-05-16,,,5,2,2022
202,Electronic City,Villa,1,3,3491,99.02,2836.44,2007,17,Sold,Unfurnished,1,Bangalore,2023-09-20,2024-03-11,173.0,9,3,2023
203,Hebbal,Apartment,1,1,729,112.08,15374.49,2010,14,Sold,Furnished,0,Bangalore,2023-07-27,2023-09-26,61.0,7,3,2023
204,Whitefield,Apartment,2,2,694,111.35,16044.67,2024,0,Sold,Semi-Furnished,2,Bangalore,2023-06-13,2023-07-19,36.0,6,2,2023
205,Hebbal,Independent House,1,1,3274,50.56,1544.29,1997,27,Available,Semi-Furnished,0,Bangalore,2022-02-03,,,2,1,2022
206,Hebbal,Villa,4,3,3402,61.55,1809.23,2013,11,Sold,Semi-Furnished,1,Bangalore,2023-06-16,2023-10-02,108.0,6,2,2023
207,Hebbal,Villa,1,2,2555,97.88,3830.92,2006,18,Available,Unfurnished,1,Bangalore,2022-07-27,,,7,3,2022
208,Electronic City,Independent House,4,1,3963,97.84,2468.84,2010,14,Sold,Semi-Furnished,0,Bangalore,2023-11-05,2024-02-10,97.0,11,4,2023
209,BTM Layout,Apartment,4,1,1393,97.88,7026.56,2021,3,Sold,Furnished,0,Bangalore,2022-10-26,2022-12-25,60.0,10,4,2022
210,Hebbal,Apartment,4,2,2434,181.32,7449.47,2005,19,Sold,Furnished,1,Bangalore,2023-06-06,2023-09-17,103.0,6,2,2023
211,Indiranagar,Villa,3,2,3954,99.27,2510.62,2004,20,Available,Unfurnished,1,Bangalore,2022-04-04,,,4,2,2022
212,Yelahanka,Apartment,1,1,2716,113.39,4174.89,2019,5,Sold,Unfurnished,1,Bangalore,2023-02-18,2023-07-01,133.0,2,1,2023
213,Electronic City,Independent House,2,3,2283,108.85,4767.85,2014,10,Under Negotiation,Semi-Furnished,0,Bangalore,2023-01-06,,,1,1,2023
214,Whitefield,Independent House,2,1,610,101.28,16603.28,1998,26,Under Negotiation,Unfurnished,1,Bangalore,2023-02-13,,,2,1,2023
215,Electronic City,Villa,1,2,3925,77.12,1964.84,2006,18,Available,Furnished,1,Bangalore,2023-01-18,,,1,1,2023
216,Whitefield,Independent House,3,1,2465,103.97,4217.85,2017,7,Under Negotiation,Semi-Furnished,2,Bangalore,2023-03-17,,,3,1,2023
217,Electronic City,Independent House,3,2,3519,65.68,1866.44,1996,28,Sold,Furnished,0,Bangalore,2023-03-23,2023-05-22,60.0,3,1,2023
218,Whitefield,Villa,4,2,3197,79.08,2473.57,2018,6,Sold,Semi-Furnished,2,Bangalore,2023-09-11,2023-09-26,15.0,9,3,2023
219,Hebbal,Independent House,1,3,3805,72.87,1915.11,2016,8,Available,Unfurnished,2,Bangalore,2023-09-09,,,9,3,2023
220,BTM Layout,Independent House,1,2,1311,87.05,6639.97,2013,11,Available,Semi-Furnished,1,Bangalore,2022-03-12,,,3,1,2022
221,Whitefield,Independent House,2,2,2670,142.87,5350.94,2019,5,Available,Semi-Furnished,0,Bangalore,2022-03-25,,,3,1,2022
222,Whitefield,Apartment,1,3,1414,38.32,2710.04,1999,25,Available,Furnished,1,Bangalore,2022-07-28,,,7,3,2022
223,Indiranagar,Villa,3,2,945,102.16,10810.58,2002,22,Under Negotiation,Furnished,0,Bangalore,2022-09-16,,,9,3,2022
224,Whitefield,Villa,1,3,2949,44.68,1515.09,2001,23,Sold,Semi-Furnished,2,Bangalore,2022-08-27,2022-12-15,110.0,8,3,2022
225,Indiranagar,Villa,2,3,962,73.2,7609.15,2008,16,Available,Unfurnished,0,Bangalore,2022-10-29,,,10,4,2022
226,Yelahanka,Apartment,4,2,3043,112.22,3687.81,2018,6,Available,Unfurnished,1,Bangalore,2022-08-20,,,8,3,2022
227,Hebbal,Apartment,2,2,2865,86.61,3023.04,2017,7,Available,Furnished,1,Bangalore,2022-10-09,,,10,4,2022
228,Indiranagar,Villa,2,1,2788,58.06,2082.5,1997,27,Sold,Unfurnished,1,Bangalore,2023-01-29,2023-07-15,167.0,1,1,2023
229,BTM Layout,Apartment,4,3,3605,67.12,1861.86,2012,12,Available,Furnished,0,Bangalore,2023-02-22,,,2,1,2023
230,Hebbal,Villa,2,1,3881,101.99,2627.93,2010,14,Under Negotiation,Unfurnished,2,Bangalore,2022-07-25,,,7,3,2022
231,Indiranagar,Apartment,2,2,1584,66.74,4213.38,2017,7,Sold,Semi-Furnished,2,Bangalore,2022-09-21,2022-12-05,75.0,9,3,2022
232,Hebbal,Independent House,1,1,3640,90.41,2483.79,2013,11,Available,Furnished,0,Bangalore,2022-11-07,,,11,4,2022
233,Hebbal,Independent House,1,3,2239,86.14,3847.25,2013,11,Sold,Furnished,1,Bangalore,2023-11-28,2024-03-26,119.0,11,4,2023
234,Hebbal,Villa,4,1,1427,68.71,4815.0,2012,12,Under Negotiation,Semi-Furnished,2,Bangalore,2023-09-18,,,9,3,2023
235,Yelahanka,Apartment,1,3,3330,138.6,4162.16,2014,10,Sold,Furnished,1,Bangalore,2022-03-20,2022-06-23,95.0,3,1,2022
236,BTM Layout,Apartment,1,2,3651,100.85,2762.26,2010,14,Sold,Unfurnished,0,Bangalore,2022-12-08,2023-01-05,28.0,12,4,2022
237,Electronic City,Independent House,2,2,955,34.37,3598.95,2002,22,Sold,Unfurnished,1,Bangalore,2023-07-16,2023-09-13,59.0,7,3,2023
238,Electronic City,Independent House,3,3,3655,89.66,2453.08,2022,2,Available,Furnished,2,Bangalore,2022-04-05,,,4,2,2022
239,Indiranagar,Apartment,1,2,1947,68.46,3516.18,1995,29,Sold,Unfurnished,2,Bangalore,2022-12-17,2023-03-18,91.0,12,4,2022
240,Hebbal,Apartment,3,2,3804,106.31,2794.69,2011,13,Available,Furnished,1,Bangalore,2022-03-03,,,3,1,2022
241,Indiranagar,Apartment,1,2,3535,65.19,1844.13,2006,18,Under Negotiation,Semi-Furnished,0,Bangalore,2022-05-22,,,5,2,2022
242,Yelahanka,Apartment,1,2,2463,82.13,3334.55,2024,0,Available,Furnished,1,Bangalore,2022-04-21,,,4,2,2022
243,Yelahanka,Apartment,4,3,726,97.62,13446.28,2015,9,Sold,Semi-Furnished,0,Bangalore,2023-09-08,2023-11-27,80.0,9,3,2023
244,Whitefield,Apartment,4,1,3777,106.64,2823.4,2005,19,Under Negotiation,Unfurnished,1,Bangalore,2023-06-11,,,6,2,2023
245,Yelahanka,Villa,4,1,3656,54.99,1504.1,1999,25,Available,Semi-Furnished,2,Bangalore,2023-11-02,,,11,4,2023
246,Whitefield,Apartment,3,2,1203,76.64,6370.74,2021,3,Sold,Unfurnished,0,Bangalore,2022-06-06,2022-07-22,46.0,6,2,2022
247,BTM Layout,Independent House,2,1,2528,73.13,2892.8,2006,18,Sold,Furnished,0,Bangalore,2023-06-23,2023-10-11,110.0,6,2,2023
248,Indiranagar,Villa,1,1,1613,68.67,4257.28,2011,13,Sold,Unfurnished,0,Bangalore,2023-08-20,2023-10-31,72.0,8,3,2023
249,BTM Layout,Apartment,1,2,650,129.14,19867.69,2000,24,Available,Furnished,2,Bangalore,2022-01-09,,,1,1,2022
250,Yelahanka,Independent House,1,2,3700,95.12,2570.81,1995,29,Sold,Furnished,1,Bangalore,2022-10-03,2023-01-29,118.0,10,4,2022
251,BTM Layout,Villa,3,1,3967,53.48,1348.12,1999,25,Sold,Semi-Furnished,2,Bangalore,2022-08-15,2022-10-24,70.0,8,3,2022
252,BTM Layout,Independent House,4,3,3968,107.95,2720.51,2019,5,Available,Semi-Furnished,0,Bangalore,2022-07-05,,,7,3,2022
253,BTM Layout,Apartment,2,2,3426,138.05,4029.48,2022,2,Sold,Semi-Furnished,1,Bangalore,2023-08-14,2024-01-09,148.0,8,3,2023
254,Yelahanka,Apartment,3,3,2030,110.81,5458.62,2008,16,Available,Semi-Furnished,2,Bangalore,2022-08-04,,,8,3,2022
255,Hebbal,Apartment,4,1,2392,47.02,1965.72,1999,25,Available,Unfurnished,0,Bangalore,2023-03-09,,,3,1,2023
256,BTM Layout,Apartment,3,2,3461,72.89,2106.04,2016,8,Sold,Unfurnished,0,Bangalore,2023-07-23,2023-10-12,81.0,7,3,2023
257,Whitefield,Villa,2,3,2236,116.67,5217.8,2018,6,Available,Unfurnished,2,Bangalore,2023-10-18,,,10,4,2023
258,Yelahanka,Villa,4,2,2245,67.31,2998.22,2021,3,Sold,Furnished,2,Bangalore,2022-12-22,2023-05-03,132.0,12,4,2022
259,BTM Layout,Independent House,3,1,3067,96.1,3133.36,1995,29,Sold,Unfurnished,2,Bangalore,2023-01-27,2023-03-20,52.0,1,1,2023
260,Hebbal,Apartment,2,3,1805,104.37,5782.27,2024,0,Available,Unfurnished,0,Bangalore,2023-08-02,,,8,3,2023
261,Yelahanka,Independent House,1,1,3630,61.83,1703.31,2012,12,Sold,Unfurnished,2,Bangalore,2022-10-02,2023-02-24,145.0,10,4,2022
262,Electronic City,Villa,2,1,3472,83.51,2405.24,2010,14,Under Negotiation,Semi-Furnished,0,Bangalore,2023-05-09,,,5,2,2023
263,Hebbal,Apartment,1,2,3672,25.0,680.83,2003,21,Sold,Unfurnished,2,Bangalore,2023-09-09,2024-01-13,126.0,9,3,2023
264,Whitefield,Apartment,3,3,2454,59.39,2420.13,2013,11,Sold,Furnished,0,Bangalore,2023-03-27,2023-08-21,147.0,3,1,2023
265,BTM Layout,Villa,4,1,1166,78.69,6748.71,2016,8,Under Negotiation,Semi-Furnished,0,Bangalore,2023-02-24,,,2,1,2023
266,Electronic City,Villa,4,1,3018,53.81,1782.97,1999,25,Sold,Furnished,1,Bangalore,2023-12-01,2024-05-15,166.0,12,4,2023
267,Electronic City,Villa,3,3,1535,125.81,8196.09,2021,3,Available,Unfurnished,2,Bangalore,2022-06-13,,,6,2,2022
268,Yelahanka,Villa,4,1,2534,49.25,1943.57,1996,28,Sold,Semi-Furnished,2,Bangalore,2023-07-17,2023-09-23,68.0,7,3,2023
269,Electronic City,Villa,4,1,3308,74.0,2237.0,2024,0,Available,Furnished,0,Bangalore,2023-09-30,,,9,3,2023
270,Whitefield,Apartment,1,3,3616,88.27,2441.1,2009,15,Sold,Unfurnished,0,Bangalore,2023-08-15,2023-10-02,48.0,8,3,2023
271,Whitefield,Villa,3,3,1932,121.03,6264.49,2001,23,Sold,Furnished,0,Bangalore,2022-07-02,2022-08-24,53.0,7,3,2022
272,Indiranagar,Apartment,2,3,3808,49.1,1289.39,1998,26,Sold,Furnished,1,Bangalore,2022-11-06,2023-03-12,126.0,11,4,2022
273,Whitefield,Apartment,1,3,801,114.08,14242.2,1995,29,Sold,Furnished,1,Bangalore,2022-01-17,2022-04-29,102.0,1,1,2022
274,Hebbal,Villa,3,2,2960,85.26,2880.41,2007,17,Available,Unfurnished,0,Bangalore,2023-03-22,,,3,1,2023
275,Electronic City,Villa,1,3,716,60.46,8444.13,2014,10,Sold,Unfurnished,2,Bangalore,2022-06-19,2022-08-20,62.0,6,2,2022
276,Whitefield,Apartment,2,2,1536,96.55,6285.81,2016,8,Sold,Furnished,2,Bangalore,2022-10-07,2022-12-09,63.0,10,4,2022
277,Yelahanka,Villa,2,2,1174,89.98,7664.4,2001,23,Sold,Semi-Furnished,1,Bangalore,2022-12-06,2023-01-23,48.0,12,4,2022
278,Indiranagar,Villa,3,2,2891,69.99,2420.96,2009,15,Available,Semi-Furnished,1,Bangalore,2023-12-27,,,12,4,2023
279,Electronic City,Villa,2,1,1136,86.75,7636.44,2017,7,Available,Unfurnished,0,Bangalore,2023-12-11,,,12,4,2023
280,Indiranagar,Independent House,1,2,2225,75.37,3387.42,2008,16,Sold,Unfurnished,2,Bangalore,2023-06-03,2023-09-25,114.0,6,2,2023
281,Electronic City,Apartment,2,2,2722,87.84,3227.04,2017,7,Sold,Unfurnished,0,Bangalore,2022-01-11,2022-06-09,149.0,1,1,2022
282,Yelahanka,Independent House,1,1,985,101.55,10309.64,2013,11,Sold,Unfurnished,1,Bangalore,2023-06-08,2023-07-10,32.0,6,2,2023
283,Indiranagar,Villa,1,1,3881,124.65,3211.8,2016,8,Available,Unfurnished,2,Bangalore,2023-09-14,,,9,3,2023
284,BTM Layout,Independent House,2,1,1074,54.05,5032.59,2023,1,Sold,Semi-Furnished,2,Bangalore,2022-05-13,2022-08-05,84.0,5,2,2022
285,Hebbal,Villa,3,3,1017,138.33,13601.77,2018,6,Sold,Unfurnished,1,Bangalore,2023-10-02,2024-02-07,128.0,10,4,2023
286,Hebbal,Independent House,4,1,2994,36.2,1209.08,2014,10,Available,Furnished,0,Bangalore,2022-05-28,,,5,2,2022
287,Electronic City,Villa,2,1,3287,81.21,2470.64,2023,1,Under Negotiation,Furnished,0,Bangalore,2023-07-20,,,7,3,2023
288,BTM Layout,Independent House,1,2,1538,99.71,6483.09,2018,6,Sold,Semi-Furnished,2,Bangalore,2022-03-20,2022-05-07,48.0,3,1,2022
289,Indiranagar,Independent House,1,1,1554,92.02,5921.49,2012,12,Available,Furnished,1,Bangalore,2022-12-12,,,12,4,2022
290,BTM Layout,Independent House,2,3,1475,69.43,4707.12,2004,20,Sold,Semi-Furnished,2,Bangalore,2023-09-01,2023-11-05,65.0,9,3,2023
291,BTM Layout,Apartment,3,1,1362,79.8,5859.03,2003,21,Under Negotiation,Semi-Furnished,1,Bangalore,2022-09-06,,,9,3,2022
292,Indiranagar,Independent House,3,3,1802,72.67,4032.74,2019,5,Sold,Furnished,0,Bangalore,2023-10-01,2024-01-28,119.0,10,4,2023
293,Yelahanka,Apartment,1,1,1805,70.27,3893.07,2002,22,Sold,Unfurnished,1,Bangalore,2023-06-26,2023-10-11,107.0,6,2,2023
294,BTM Layout,Villa,1,1,1263,106.24,8411.72,2020,4,Available,Furnished,0,Bangalore,2022-01-24,,,1,1,2022
295,BTM Layout,Independent House,3,1,624,93.93,15052.88,2024,0,Sold,Furnished,1,Bangalore,2023-04-16,2023-09-19,156.0,4,2,2023
296,Yelahanka,Villa,4,1,2590,67.68,2613.13,2023,1,Sold,Semi-Furnished,2,Bangalore,2022-07-20,2022-10-11,83.0,7,3,2022
297,BTM Layout,Villa,2,3,1803,107.49,5961.73,2004,20,Sold,Furnished,0,Bangalore,2022-05-11,2022-08-22,103.0,5,2,2022
298,BTM Layout,Independent House,1,3,1309,92.68,7080.21,2011,13,Available,Semi-Furnished,2,Bangalore,2023-09-26,,,9,3,2023
299,BTM Layout,Apartment,1,2,2479,105.32,4248.49,1996,28,Sold,Unfurnished,2,Bangalore,2022-12-22,2023-04-18,117.0,12,4,2022
300,Hebbal,Independent House,3,3,1784,100.74,5646.86,2000,24,Available,Unfurnished,0,Bangalore,2022-05-30,,,5,2,2022
301,Whitefield,Villa,2,1,2824,64.28,2276.2,2020,4,Sold,Unfurnished,0,Bangalore,2023-06-10,2023-11-07,150.0,6,2,2023
302,Yelahanka,Villa,3,2,884,71.0,8031.67,1999,25,Sold,Furnished,2,Bangalore,2022-10-31,2023-04-06,157.0,10,4,2022
303,BTM Layout,Independent House,2,2,662,103.68,15661.63,2022,2,Sold,Semi-Furnished,2,Bangalore,2023-06-25,2023-09-30,97.0,6,2,2023
304,Hebbal,Apartment,2,2,1602,100.26,6258.43,2024,0,Sold,Unfurnished,2,Bangalore,2022-02-19,2022-03-16,25.0,2,1,2022
305,Yelahanka,Apartment,2,1,1261,84.48,6699.44,2003,21,Available,Semi-Furnished,2,Bangalore,2023-04-09,,,4,2,2023
306,Electronic City,Villa,1,3,3313,87.93,2654.09,1999,25,Available,Semi-Furnished,0,Bangalore,2022-08-28,,,8,3,2022
307,Electronic City,Villa,4,1,2803,116.94,4171.96,2012,12,Sold,Unfurnished,0,Bangalore,2023-04-27,2023-10-06,162.0,4,2,2023
308,BTM Layout,Apartment,3,2,2092,70.21,3356.12,2020,4,Sold,Unfurnished,2,Bangalore,2023-03-31,2023-05-20,50.0,3,1,2023
309,Hebbal,Independent House,4,1,3720,98.68,2652.69,2014,10,Available,Semi-Furnished,1,Bangalore,2022-10-10,,,10,4,2022
310,Hebbal,Villa,3,1,1566,79.95,5105.36,2003,21,Available,Unfurnished,1,Bangalore,2022-12-01,,,12,4,2022
311,Yelahanka,Apartment,2,3,1448,79.56,5494.48,2011,13,Available,Semi-Furnished,0,Bangalore,2022-12-18,,,12,4,2022
312,Yelahanka,Villa,1,3,1707,112.47,6588.75,2021,3,Available,Semi-Furnished,2,Bangalore,2023-10-30,,,10,4,2023
313,Hebbal,Independent House,4,2,1288,105.64,8201.86,2011,13,Sold,Unfurnished,2,Bangalore,2023-10-11,2024-01-15,96.0,10,4,2023
314,Yelahanka,Apartment,1,1,747,105.34,14101.74,2006,18,Available,Furnished,0,Bangalore,2022-11-23,,,11,4,2022
315,Hebbal,Villa,3,1,941,117.64,12501.59,2001,23,Sold,Unfurnished,1,Bangalore,2022-12-02,2023-05-07,156.0,12,4,2022
316,Whitefield,Independent House,1,3,3123,85.53,2738.71,2021,3,Sold,Furnished,1,Bangalore,2023-10-28,2023-12-19,52.0,10,4,2023
317,Hebbal,Villa,1,1,1686,102.05,6052.79,1997,27,Available,Semi-Furnished,1,Bangalore,2022-03-22,,,3,1,2022
318,Electronic City,Independent House,4,1,2324,77.24,3323.58,2004,20,Under Negotiation,Semi-Furnished,0,Bangalore,2022-03-28,,,3,1,2022
319,Yelahanka,Independent House,2,1,1983,93.1,4694.91,1996,28,Available,Furnished,1,Bangalore,2022-09-15,,,9,3,2022
320,Hebbal,Apartment,1,3,3208,81.75,2548.32,2019,5,Sold,Semi-Furnished,0,Bangalore,2022-07-04,2022-10-15,103.0,7,3,2022
321,Hebbal,Independent House,2,2,926,87.42,9440.6,1997,27,Sold,Furnished,0,Bangalore,2023-11-23,2023-12-08,15.0,11,4,2023
322,Yelahanka,Villa,3,2,2392,99.88,4175.59,2010,14,Sold,Furnished,2,Bangalore,2023-11-29,2024-03-26,118.0,11,4,2023
323,Whitefield,Independent House,1,1,2359,64.54,2735.91,1996,28,Available,Semi-Furnished,1,Bangalore,2022-05-03,,,5,2,2022
324,Whitefield,Independent House,4,2,3812,137.31,3602.05,2022,2,Sold,Furnished,0,Bangalore,2022-04-06,2022-06-24,79.0,4,2,2022
325,Yelahanka,Apartment,3,3,1589,59.85,3766.52,2018,6,Available,Unfurnished,1,Bangalore,2023-08-28,,,8,3,2023
326,Indiranagar,Independent House,3,3,2862,54.65,1909.5,2004,20,Sold,Unfurnished,1,Bangalore,2023-05-30,2023-06-14,15.0,5,2,2023
327,Yelahanka,Independent House,4,2,3082,113.95,3697.27,2000,24,Available,Semi-Furnished,2,Bangalore,2023-03-19,,,3,1,2023
328,Yelahanka,Villa,1,2,1551,104.79,6756.29,2016,8,Under Negotiation,Semi-Furnished,1,Bangalore,2023-05-29,,,5,2,2023
329,Whitefield,Apartment,1,1,1322,100.6,7609.68,2020,4,Sold,Furnished,2,Bangalore,2023-01-06,2023-05-25,139.0,1,1,2023
330,Whitefield,Apartment,3,2,3989,100.71,2524.69,2005,19,Sold,Furnished,0,Bangalore,2022-11-01,2023-01-14,74.0,11,4,2022
331,Yelahanka,Apartment,1,1,2679,84.69,3161.25,2017,7,Available,Furnished,1,Bangalore,2022-12-23,,,12,4,2022
332,Yelahanka,Independent House,2,1,3317,62.57,1886.34,2001,23,Sold,Furnished,0,Bangalore,2022-05-28,2022-07-06,39.0,5,2,2022
333,Yelahanka,Apartment,4,3,2932,86.9,2963.85,2021,3,Available,Unfurnished,1,Bangalore,2022-10-12,,,10,4,2022
334,Whitefield,Independent House,2,3,3976,68.07,1712.02,2023,1,Available,Unfurnished,0,Bangalore,2023-10-19,,,10,4,2023
335,Yelahanka,Independent House,1,3,1028,109.38,10640.08,2009,15,Sold,Semi-Furnished,1,Bangalore,2022-09-19,2023-01-02,105.0,9,3,2022
336,Yelahanka,Villa,3,3,2100,81.32,3872.38,2000,24,Available,Furnished,1,Bangalore,2023-07-28,,,7,3,2023
337,BTM Layout,Villa,4,2,885,64.36,7272.32,2014,10,Sold,Furnished,1,Bangalore,2023-05-06,2023-10-05,152.0,5,2,2023
338,Indiranagar,Villa,1,3,3815,76.97,2017.56,2021,3,Under Negotiation,Semi-Furnished,1,Bangalore,2022-01-31,,,1,1,2022
339,Electronic City,Villa,1,2,3690,95.32,2583.2,2003,21,Sold,Furnished,1,Bangalore,2023-12-03,2024-02-05,64.0,12,4,2023
340,Indiranagar,Villa,3,3,2665,70.91,2660.79,2016,8,Available,Furnished,1,Bangalore,2022-09-25,,,9,3,2022
341,BTM Layout,Independent House,3,2,1368,64.44,4710.53,2014,10,Sold,Furnished,1,Bangalore,2022-01-12,2022-06-15,154.0,1,1,2022
342,Electronic City,Independent House,2,1,3237,91.09,2814.03,2006,18,Sold,Furnished,1,Bangalore,2022-07-10,2022-10-24,106.0,7,3,2022
343,Yelahanka,Apartment,4,2,1994,91.12,4569.71,2013,11,Sold,Furnished,1,Bangalore,2023-02-04,2023-03-22,46.0,2,1,2023
344,BTM Layout,Independent House,4,2,3846,72.33,1880.66,2014,10,Available,Semi-Furnished,0,Bangalore,2023-06-21,,,6,2,2023
345,Yelahanka,Independent House,3,3,3657,73.22,2002.19,1997,27,Sold,Furnished,2,Bangalore,2022-04-01,2022-05-18,47.0,4,2,2022
346,Whitefield,Villa,2,2,793,90.8,11450.19,2009,15,Available,Semi-Furnished,1,Bangalore,2023-08-23,,,8,3,2023
347,Hebbal,Independent House,4,1,3149,48.8,1549.7,1996,28,Sold,Furnished,2,Bangalore,2023-05-16,2023-06-25,40.0,5,2,2023
348,BTM Layout,Villa,3,1,1587,49.81,3138.63,2024,0,Available,Unfurnished,1,Bangalore,2022-10-28,,,10,4,2022
349,Whitefield,Apartment,1,3,1736,67.04,3861.75,2015,9,Available,Unfurnished,1,Bangalore,2022-04-21,,,4,2,2022
350,BTM Layout,Apartment,4,1,2761,79.66,2885.19,1996,28,Sold,Unfurnished,0,Bangalore,2022-03-21,2022-05-16,56.0,3,1,2022
351,BTM Layout,Independent House,2,2,3893,92.77,2383.0,2016,8,Sold,Unfurnished,0,Bangalore,2023-10-14,2023-12-28,75.0,10,4,2023
352,Whitefield,Apartment,2,1,2301,121.88,5296.83,1997,27,Sold,Semi-Furnished,2,Bangalore,2023-03-09,2023-05-03,55.0,3,1,2023
353,Electronic City,Independent House,2,3,1546,106.44,6884.86,2000,24,Sold,Semi-Furnished,0,Bangalore,2023-02-21,2023-07-15,144.0,2,1,2023
354,Indiranagar,Apartment,1,2,1430,81.0,5664.34,2009,15,Sold,Furnished,0,Bangalore,2022-08-02,2022-11-23,113.0,8,3,2022
355,Yelahanka,Villa,4,3,2520,84.52,3353.97,2021,3,Available,Unfurnished,2,Bangalore,2023-03-23,,,3,1,2023
356,BTM Layout,Villa,4,2,3935,59.94,1523.25,2004,20,Sold,Semi-Furnished,0,Bangalore,2022-01-18,2022-05-10,112.0,1,1,2022
357,Yelahanka,Villa,1,1,3572,84.54,2366.74,2003,21,Available,Furnished,1,Bangalore,2022-02-23,,,2,1,2022
358,Hebbal,Villa,4,3,654,77.78,11892.97,1995,29,Under Negotiation,Furnished,2,Bangalore,2023-09-01,,,9,3,2023
359,Whitefield,Independent House,1,3,1399,93.07,6652.61,2010,14,Sold,Semi-Furnished,2,Bangalore,2022-08-28,2022-10-12,45.0,8,3,2022
360,Yelahanka,Apartment,1,2,1377,64.32,4671.02,2000,24,Available,Unfurnished,1,Bangalore,2023-02-22,,,2,1,2023
361,Whitefield,Independent House,1,3,2081,97.98,4708.31,2003,21,Sold,Furnished,0,Bangalore,2023-05-01,2023-10-13,165.0,5,2,2023
362,Yelahanka,Villa,2,2,2501,123.32,4930.83,2021,3,Available,Unfurnished,2,Bangalore,2023-03-20,,,3,1,2023
363,Indiranagar,Independent House,4,2,2809,82.28,2929.16,1998,26,Sold,Unfurnished,2,Bangalore,2023-07-20,2023-11-26,129.0,7,3,2023
364,Indiranagar,Apartment,1,2,2734,95.04,3476.23,2021,3,Available,Unfurnished,1,Bangalore,2023-08-22,,,8,3,2023
365,Indiranagar,Independent House,4,2,654,102.25,15634.56,2022,2,Under Negotiation,Furnished,1,Bangalore,2022-05-03,,,5,2,2022
366,Indiranagar,Apartment,2,1,2423,74.97,3094.1,1996,28,Sold,Unfurnished,0,Bangalore,2023-02-24,2023-08-13,170.0,2,1,2023
367,Indiranagar,Independent House,1,2,1801,90.6,5030.54,2023,1,Available,Furnished,2,Bangalore,2023-07-20,,,7,3,2023
368,Indiranagar,Apartment,3,3,3679,85.31,2318.84,1998,26,Sold,Unfurnished,0,Bangalore,2022-08-04,2023-01-12,161.0,8,3,2022
369,Whitefield,Apartment,2,1,1432,87.44,6106.15,1995,29,Sold,Furnished,0,Bangalore,2023-02-24,2023-04-27,62.0,2,1,2023
370,BTM Layout,Villa,3,3,912,65.67,7200.66,2013,11,Available,Unfurnished,1,Bangalore,2023-12-10,,,12,4,2023
371,Yelahanka,Apartment,4,1,3406,85.61,2513.51,2020,4,Sold,Semi-Furnished,2,Bangalore,2023-07-05,2023-07-21,16.0,7,3,2023
372,Indiranagar,Villa,4,2,2458,97.45,3964.61,2019,5,Available,Unfurnished,2,Bangalore,2022-08-16,,,8,3,2022
